"","agency_code","id","surv_year","collection_date","site_code","species_display_name","sex_type","trap_acronym","num_count","test_target_acronym","test_method_name","test_status_name","agency_id","pool_longitude","pool_latitude"
"1935","AGENCY",925063,2018,2018-08-31,232960,"Cx tarsalis","female","CO2",5,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.136956540999,38.7810445203132
"1936","AGENCY",844905,2018,2018-06-11,135961,"Cx pipiens","female","CO2",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.175596216301,38.8269417297774
"1937","AGENCY",902750,2018,2018-08-13,254958,"Cx pipiens","female","GRVD",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.301893666013,38.8114864330273
"1938","AGENCY",936431,2018,2018-09-14,144961,"Cx tarsalis","female","CO2",24,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.229023379976,38.7937303654206
"1939","AGENCY",927013,2018,2018-09-03,241954,"Cx tarsalis","female","GRVD",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.25234578246,38.7688849202141
"1940","AGENCY",920610,2018,2018-08-20,134958,"Cx tarsalis","female","CO2",13,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.17373709065,38.735040921754
"1941","AGENCY",891456,2018,2018-07-27,102958,"Cx tarsalis","female","CO2",16,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.242600173928,38.8435499271213
"1942","AGENCY",902756,2018,2018-08-13,204979,"Cx pipiens","female","GRVD",22,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.334117052109,38.8682858587998
"1943","AGENCY",877225,2018,2018-07-02,213997,"Cx tarsalis","female","CO2",5,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.161587694113,38.8285590018567
"1944","AGENCY",898857,2018,2018-08-06,204980,"Cx pipiens","female","GRVD",4,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.308721872014,38.7062369386096
"1945","AGENCY",841976,2018,2018-06-02,211984,"Cx pipiens","female","GRVD",9,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.19550366682,38.7242833203337
"1946","AGENCY",941538,2018,2018-09-21,342639,"Cx pipiens","female","BGSENT",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.344011214461,38.7185048342082
"1947","AGENCY",922955,2018,2018-08-24,212966,"Cx pipiens","female","GRVD",7,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.136256191212,38.8278330673802
"1948","AGENCY",943672,2018,2018-09-24,252960,"Cx tarsalis","female","CO2",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.226800426221,38.7660022245998
"1949","AGENCY",936370,2018,2018-09-14,102958,"Cx tarsalis","female","GRVD",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.206859087094,38.6890358085904
"1950","AGENCY",920461,2018,2018-08-20,213964,"Cx pipiens","female","GRVD",3,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.244781229263,38.8036790781463
"1951","AGENCY",984524,2018,2018-10-13,202988,"Cx pipiens","female","GRVD",5,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.098780024259,38.7563674350968
"1952","AGENCY",936417,2018,2018-09-14,390892,"Cx tarsalis","female","CO2",21,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.144154393471,38.7479870724782
"1953","AGENCY",940095,2018,2018-09-17,135961,"Cx tarsalis","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.148994604668,38.7644144910864
"1954","AGENCY",890145,2018,2018-07-23,389919,"Cx pipiens","female","GRVD",2,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.333214143543,38.8475461915111
"1955","AGENCY",925084,2018,2018-08-31,232952,"Cx pipiens","female","GRVD",14,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.209454791548,38.7504710773588
"1956","AGENCY",905625,2018,2018-08-17,42,"Cx pipiens","female","CO2",3,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.253038973988,38.85650171785
"1957","AGENCY",789751,2018,2018-05-04,144969,"Cx tarsalis","female","GRVD",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.188923061125,38.8110909080584
"1958","AGENCY",844793,2018,2018-06-11,204002,"Cx tarsalis","female","CO2",5,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.22744084429,38.816816799917
"1959","AGENCY",818759,2018,2018-05-25,115953,"Cx tarsalis","female","CO2",2,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.198688546272,38.7972973514348
"1960","AGENCY",921058,2018,2018-08-20,241955,"Cx pipiens","female","CO2",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.144524134742,38.8189587247011
"1961","AGENCY",920927,2018,2018-08-20,45,"Cx pipiens","female","CO2",24,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.128645143627,38.7420764562727
"1962","AGENCY",985219,2018,2018-10-15,135961,"Cx tarsalis","female","CO2",26,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.18257453325,38.8275203900144
"1963","AGENCY",922920,2018,2018-08-24,142959,"Cx tarsalis","female","CO2",4,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.071920244516,38.7637197134341
"1964","AGENCY",941312,2018,2018-09-21,145971,"Cx pipiens","female","CO2",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.348154736378,38.7503790169993
"1965","AGENCY",945080,2018,2018-09-28,231952,"Cx pipiens","female","CO2",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.191769900124,38.7701929886959
"1966","AGENCY",921908,2018,2018-08-24,203959,"Cx pipiens","female","CO2",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.186754525406,38.8247248947477
"1967","AGENCY",887556,2018,2018-07-20,222955,"Cx tarsalis","female","GRVD",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.240421990803,38.7161141387177
"1968","AGENCY",791613,2018,2018-05-11,242960,"Cx pipiens","female","GRVD",45,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.258266453422,38.7691027998767
"1969","AGENCY",842812,2018,2018-06-04,244953,"Cx tarsalis","female","CO2",17,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.100297071047,38.8169701098108
"1970","AGENCY",879717,2018,2018-07-09,222954,"Cx pipiens","female","CO2",6,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.270860830704,38.7581707249892
"1971","AGENCY",842786,2018,2018-06-04,388623,"Cx tarsalis","female","CO2",9,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.327183799914,38.8382919788542
"1972","AGENCY",902707,2018,2018-08-13,253972,"Cx tarsalis","female","CO2",20,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.252798314332,38.7577743389943
"1973","AGENCY",844785,2018,2018-06-11,388770,"Cx pipiens","female","CO2",12,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.215254874151,38.7771230645558
"1974","AGENCY",879684,2018,2018-07-09,135961,"Cx tarsalis","female","GRVD",3,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.301462308858,38.7657107267777
"1975","AGENCY",926891,2018,2018-09-03,146964,"Cx pipiens","female","CO2",39,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.166191295816,38.8292966637841
"1976","AGENCY",923950,2018,2018-08-27,213970,"Cx pipiens","female","GRVD",16,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.202148643268,38.8193511653873
"1977","AGENCY",923855,2018,2018-08-27,253973,"Cx pipiens","female","GRVD",2,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.091374974944,38.7547058455711
"1978","AGENCY",941148,2018,2018-09-21,231989,"Cx tarsalis","female","GRVD",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.263073073118,38.7029838964204
"1979","AGENCY",924201,2018,2018-08-27,241964,"Cx tarsalis","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.317753919996,38.8562140639613
"1980","AGENCY",923996,2018,2018-08-27,279952,"Cx tarsalis","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.23254642489,38.836632947883
"1981","AGENCY",924209,2018,2018-08-27,390820,"Cx tarsalis","female","CO2",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.25702820219,38.8586488871872
"1982","AGENCY",879673,2018,2018-07-09,225953,"Cx tarsalis","female","CO2",3,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.092097116149,38.7330226547044
"1983","AGENCY",890297,2018,2018-07-23,212975,"Cx tarsalis","female","CO2",6,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.332229952069,38.7060004201219
"1984","AGENCY",860356,2018,2018-06-18,222016,"Cx pipiens","female","CO2",9,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.233947952405,38.8084468890304
"1985","AGENCY",902663,2018,2018-08-13,270954,"Cx tarsalis","female","CO2",33,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.174499422928,38.8000600052815
"1986","AGENCY",923882,2018,2018-08-27,144956,"Cx tarsalis","female","CO2",28,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.321640027478,38.8384180158337
"1987","AGENCY",818825,2018,2018-05-28,241961,"Cx pipiens","female","GRVD",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.219120157543,38.7274843201777
"1988","AGENCY",923971,2018,2018-08-27,213992,"Cx tarsalis","female","CO2",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.353900524341,38.7148034937079
"1989","AGENCY",899652,2018,2018-08-10,221961,"Cx pipiens","female","GRVD",3,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.271831512616,38.7743474005421
"1990","AGENCY",860544,2018,2018-06-18,134956,"Cx tarsalis","female","GRVD",2,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.164087066564,38.8417135231237
"1991","AGENCY",860361,2018,2018-06-18,231952,"Cx pipiens","female","GRVD",3,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.164128007519,38.8094448599837
"1992","AGENCY",923946,2018,2018-08-27,134970,"Cx pipiens","female","CO2",14,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.135084547847,38.7613778253448
"1993","AGENCY",941318,2018,2018-09-21,145971,"Cx pipiens","female","GRVD",6,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.169816509673,38.6953366513204
"1994","AGENCY",818803,2018,2018-05-25,145957,"Cx tarsalis","female","CO2",3,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.218932082768,38.8326208603542
"1995","AGENCY",818823,2018,2018-05-28,231990,"Cx pipiens","female","CO2",4,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.13222043913,38.7985251427956
"1996","AGENCY",816349,2018,2018-05-14,124967,"Cx pipiens","female","GRVD",16,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.260620445681,38.8521814498025
"1997","AGENCY",941162,2018,2018-09-21,211957,"Cx pipiens","female","CO2",4,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.265667338279,38.6890611589402
"1998","AGENCY",817901,2018,2018-05-21,213971,"Cx pipiens","female","GRVD",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.203476861627,38.7570366500119
"1999","AGENCY",886620,2018,2018-07-16,244977,"Cx tarsalis","female","CO2",3,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.311651257547,38.8257554857111
"2000","AGENCY",920521,2018,2018-08-20,254958,"Cx pipiens","female","CO2",24,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.100427565477,38.7561823057234
"2001","AGENCY",1123543,2019,2019-08-23,102958,"Cx tarsalis","female","GRVD",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.300109565007,38.7422823603007
"2002","AGENCY",1135443,2019,2019-09-13,222015,"Cx tarsalis","female","CO2",8,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.174581430521,38.6989093652242
"2003","AGENCY",1115282,2019,2019-08-11,142959,"Cx pipiens","female","GRVD",9,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.242890936592,38.842466174536
"2004","AGENCY",1108842,2019,2019-08-02,124953,"Cx pipiens","female","CO2",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.143229083472,38.7491549805519
"2005","AGENCY",1128304,2019,2019-08-30,399573,"Cx pipiens","female","BGSENT",2,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.224263290461,38.7641343630748
"2006","AGENCY",1069525,2019,2019-05-24,231952,"Cx pipiens","female","GRVD",6,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.201257531514,38.777356745477
"2007","AGENCY",1108839,2019,2019-08-02,211984,"Cx tarsalis","female","GRVD",7,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.241666103036,38.7529043898776
"2008","AGENCY",1142458,2019,2019-09-27,242960,"Cx pipiens","female","GRVD",28,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.24452987297,38.7825249306824
"2009","AGENCY",1123286,2019,2019-08-23,222970,"Cx pipiens","female","CO2",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.235701062001,38.8597547344317
"2010","AGENCY",1115299,2019,2019-08-12,244977,"Cx tarsalis","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.226852344759,38.8497141706283
"2011","AGENCY",1125862,2019,2019-08-26,242977,"Cx tarsalis","female","GRVD",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.285499353204,38.8374365992775
"2012","AGENCY",1104370,2019,2019-07-26,135961,"Cx tarsalis","female","GRVD",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.253844590604,38.6844281263895
"2013","AGENCY",1098556,2019,2019-07-19,212974,"Cx pipiens","female","GRVD",8,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.239283914631,38.8549382700377
"2014","AGENCY",1135503,2019,2019-09-13,212955,"Cx pipiens","female","CO2",2,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.25568978154,38.7742901311665
"2015","AGENCY",1091601,2019,2019-07-06,145953,"Cx pipiens","female","GRVD",10,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.082097751078,38.7711564148479
"2016","AGENCY",1134343,2019,2019-09-09,244977,"Cx pipiens","female","GRVD",3,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.160127755716,38.7412802325467
"2017","AGENCY",1142417,2019,2019-09-27,200957,"Cx tarsalis","female","CO2",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.181766476819,38.7381843145278
"2018","AGENCY",1078825,2019,2019-06-09,393945,"Cx tarsalis","female","BGSENT",7,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.190231124575,38.7441368014595
"2019","AGENCY",1149715,2019,2019-10-12,232966,"Cx pipiens","female","GRVD",9,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.32974455364,38.8453699111454
"2020","AGENCY",1097147,2019,2019-07-14,252965,"Cx pipiens","female","CO2",12,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.230633942121,38.7870647228294
"2021","AGENCY",1138169,2019,2019-09-16,213958,"Cx tarsalis","female","CO2",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.192338448645,38.8060793198932
"2022","AGENCY",1092367,2019,2019-07-06,21,"Cx tarsalis","female","CO2",100,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.270606386034,38.7525295925501
"2023","AGENCY",1072387,2019,2019-06-01,145957,"Cx pipiens","female","GRVD",3,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.28125264423,38.7612791014034
"2024","AGENCY",1065760,2019,2019-05-03,231989,"Cx pipiens","female","CO2",11,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.283586162419,38.7075826400554
"2025","AGENCY",1107546,2019,2019-07-29,398360,"Cx pipiens","female","BGSENT",10,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.126453343219,38.7577306417962
"2026","AGENCY",1109316,2019,2019-07-27,45,"Cx tarsalis","female","CO2",100,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.157907088979,38.8267684207449
"2027","AGENCY",1149711,2019,2019-10-12,202988,"Cx tarsalis","female","CO2",3,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.268707016264,38.8056946013112
"2028","AGENCY",1092327,2019,2019-06-30,170,"Cx pipiens","female","GRVD",5,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.270398083177,38.8121010669328
"2029","AGENCY",1076545,2019,2019-06-01,394548,"Cx pipiens","female","BGSENT",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.230896450027,38.8601787253157
"2030","AGENCY",1117182,2019,2019-08-16,203971,"Cx tarsalis","female","CO2",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.197343852408,38.7728195106883
"2031","AGENCY",1091566,2019,2019-07-06,222957,"Cx tarsalis","female","GRVD",2,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.155801906684,38.831667173824
"2032","AGENCY",1093357,2019,2019-06-24,122961,"Cx pipiens","female","CO2",3,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.285973777883,38.7083478795066
"2033","AGENCY",1134280,2019,2019-09-09,251965,"Cx tarsalis","female","CO2",10,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.236871732854,38.8329105152449
"2034","AGENCY",1127975,2019,2019-08-30,231963,"Cx pipiens","female","GRVD",3,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.147966828742,38.7720007345927
"2035","AGENCY",1093531,2019,2019-06-17,212979,"Cx tarsalis","female","CO2",3,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.332015795804,38.7452962558191
"2036","AGENCY",1123525,2019,2019-08-23,134970,"Cx tarsalis","female","CO2",50,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.197482386156,38.6714306958559
"2037","AGENCY",1115324,2019,2019-08-12,253962,"Cx pipiens","female","CO2",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.24775185437,38.7415583985961
"2038","AGENCY",1108523,2019,2019-08-02,232952,"Cx pipiens","female","GRVD",10,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.171480733129,38.7724607400199
"2039","AGENCY",1066348,2019,2019-05-06,234952,"Cx pipiens","female","CO2",6,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.250145840893,38.7036030270584
"2040","AGENCY",1087771,2019,2019-06-28,232952,"Cx tarsalis","female","GRVD",4,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.209681574625,38.8446508238372
"2041","AGENCY",1142414,2019,2019-09-27,102958,"Cx pipiens","female","CO2",7,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.232848139844,38.797752580539
"2042","AGENCY",1093013,2019,2019-07-08,212961,"Cx pipiens","female","CO2",9,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.090599392779,38.7926988648339
"2043","AGENCY",1093084,2019,2019-07-08,134957,"Cx pipiens","female","CO2",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.231647299339,38.7243448690102
"2044","AGENCY",1151294,2019,2019-10-14,204002,"Cx pipiens","female","CO2",22,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.253667735679,38.6928366476053
"2045","AGENCY",1111558,2019,2019-08-05,214956,"Cx pipiens","female","GRVD",5,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.256465546584,38.8599002338958
"2046","AGENCY",1151250,2019,2019-10-14,253972,"Cx pipiens","female","GRVD",8,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.148284329084,38.7516890456553
"2047","AGENCY",1134333,2019,2019-09-09,242977,"Cx pipiens","female","CO2",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.205150305652,38.7244353754155
"2048","AGENCY",1093333,2019,2019-06-24,223013,"Cx pipiens","female","GRVD",2,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.184418525741,38.8313737600946
"2049","AGENCY",1138167,2019,2019-09-16,213997,"Cx pipiens","female","GRVD",5,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.196740118958,38.8366916915474
"2050","AGENCY",1067855,2019,2019-05-17,231952,"Cx pipiens","female","GRVD",4,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.244396807928,38.8168536765815
"2051","AGENCY",1093528,2019,2019-06-17,253962,"Cx pipiens","female","CO2",4,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.292495296878,38.8312823794085
"2052","AGENCY",1134504,2019,2019-09-09,213971,"Cx tarsalis","female","CO2",3,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.106523944674,38.8260238502111
"2053","AGENCY",1077999,2019,2019-06-07,201967,"Cx tarsalis","female","CO2",12,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.185150541306,38.8036052074293
"2054","AGENCY",1082692,2019,2019-06-21,202988,"Cx pipiens","female","GRVD",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.194216948377,38.766065811289
"2055","AGENCY",1104315,2019,2019-07-26,232952,"Cx pipiens","female","CO2",4,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.149850466296,38.8271257304664
"2056","AGENCY",1102640,2019,2019-07-22,204981,"Cx pipiens","female","GRVD",2,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.276971064924,38.850730098329
"2057","AGENCY",1080321,2019,2019-06-14,146964,"Cx pipiens","female","GRVD",6,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.316189293453,38.7855307088651
"2058","AGENCY",1093277,2019,2019-06-03,242977,"Cx pipiens","female","CO2",50,NA,NA,NA,1,-121.341464938185,38.7413710386746
"2059","AGENCY",1104746,2019,2019-07-26,212999,"Cx tarsalis","female","CO2",2,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.096846414631,38.7942180285065
"2060","AGENCY",1117172,2019,2019-08-16,115958,"Cx pipiens","female","GRVD",5,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.262842969232,38.8555310729705
"2061","AGENCY",1067846,2019,2019-05-17,222970,"Cx pipiens","female","GRVD",8,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.146760236902,38.7350945836523
"2062","AGENCY",1102626,2019,2019-07-22,398077,"Cx pipiens","female","CO2",2,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.160345842747,38.7399232370057
"2063","AGENCY",1087793,2019,2019-06-28,200957,"Cx tarsalis","female","CO2",22,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.326892738888,38.8340696776186
"2064","AGENCY",1067399,2019,2019-05-13,134956,"Cx pipiens","female","GRVD",6,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.227221816503,38.8404976341225
"2065","AGENCY",1130321,2019,2019-09-02,213962,"Cx pipiens","female","GRVD",17,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.239274277428,38.7790731903142
"2066","AGENCY",1090005,2019,2019-06-27,18,"Cx tarsalis","female","CO2",24,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.168641349754,38.6967574692387
"2067","AGENCY",1097198,2019,2019-07-15,124981,"Cx pipiens","female","CO2",2,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.25416394564,38.8633129821079
"2068","AGENCY",1097408,2019,2019-07-12,23,"Cx tarsalis","female","CO2",60,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.312914571285,38.7207069205339
"2069","AGENCY",1148593,2019,2019-10-07,204979,"Cx pipiens","female","CO2",3,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.164391530923,38.7257467550778
"2070","AGENCY",1135494,2019,2019-09-13,202959,"Cx pipiens","female","GRVD",7,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.309400831609,38.7577127872212
"2071","AGENCY",1065787,2019,2019-05-03,212960,"Cx pipiens","female","GRVD",8,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.312499491972,38.7425275972541
"2072","AGENCY",1109346,2019,2019-07-27,5,"Cx tarsalis","female","CO2",100,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.267066542067,38.8133243402498
"2073","AGENCY",1066693,2019,2019-05-10,242960,"Cx pipiens","female","CO2",7,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.160783243254,38.7778735541212
"2074","AGENCY",1072344,2019,2019-06-01,382752,"Cx pipiens","female","BGSENT",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.065191924297,38.7269973970557
"2075","AGENCY",1066359,2019,2019-05-06,244977,"Cx tarsalis","female","CO2",14,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.138730349196,38.8043339674039
"2076","AGENCY",1094614,2019,2019-07-12,102958,"Cx tarsalis","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.347557993487,38.718563234819
"2077","AGENCY",1067867,2019,2019-05-17,221961,"Cx pipiens","female","GRVD",4,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.260059888531,38.7085505077564
"2078","AGENCY",1141222,2019,2019-09-23,251965,"Cx pipiens","female","GRVD",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.215094367017,38.6957015472684
"2079","AGENCY",1109358,2019,2019-07-27,167,"Cx tarsalis","female","GRVD",7,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.254910245926,38.7778445299025
"2080","AGENCY",1130316,2019,2019-09-02,399952,"Cx tarsalis","female","CO2",9,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.152532898692,38.8112817826152
"2081","AGENCY",1070708,2019,2019-05-27,385818,"Cx pipiens","female","BGSENT",2,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.307008489273,38.8196870846145
"2082","AGENCY",1137456,2019,2019-09-15,18,"Cx tarsalis","female","CO2",98,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.106136259065,38.81935138139
"2083","AGENCY",1149755,2019,2019-10-12,144971,"Cx tarsalis","female","CO2",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.195388400559,38.8193510654771
